,farm,date,year,calamosternus_granarius,colobopterus_erraticus,aphodius_fimetarius,otophorus,oscarinus_rusicola,alloblackburneus_rubeolus,acrossus_rubripennis,chilothorax_distinctus,teuchestes_fossor,labarrus_lividus,blackburneus_stercorosus,dialytellus_dialytoides,trichonotulus_scrofa,eupleurus_subterraneus,onthophagus_taurus,onthophagus_pensylvannicus,onthophagus_nuchicornis,onthophagus_hecate,unnamed_21,onthopagus_abundance,aphodius_abundance,total_abundance,q_0_richness,q_1_shannon,q_2_simpson,native_species_abundance,native_species_richness,native_species_proportion,unnamed_0,lat,long,corn,soybeans,sweet_corn,barley,winter_wheat,rye,oats,alfalfa,other_hay_non_alflafa,buckwheat,dry_beans,potatoes,misc_vegs_&_fruits,clover_wildflowers,fallow_idle_cropland,cherries,apples,grapes,christmas_trees,open_water,developed_open_space,developed_low_intensity,developed_med_intensity,developed_high_intensity,barren,deciduous_forest,evergreen_forest,mixed_forest,shrubland,grassland_pasture,woody_wetlands,herbaceous_wetlands,total,ag,ag_prop,nat,nat_prop,semi_nat,semi_nat_prop,dev,dev_prop,other,other_prop,woodland,woodland_prop,forest_prop,total_nat_prop,drainage,soil_texture,julian_day,season,sorghum,sunflower,spring_wheat,sugarbeets,onions,cucumbers,peas,sod_grass_seed,other_tree_crops,aquaculture,triticale,carrots,broccoli,greens,squash,dbl_crop_triticale_corn,pumpkins
57,Charlie Reinshagen,2024-06-27,2024,2,231,22,2,1,0,0,0,18,8,17,0,0,3,1,0,0,0,,1,304,305,10,2.644425234,1.705597624,18,2,0.006578947,7,42.378973,-74.666026,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,10,168,117,79,29,0,1412,257,172,0,1204,6,0,6859.425894,8,0.0011662783625955,1847,0.2692645169642531,1204,0.1755248935706338,393,0.0572934245625075,0.0,0.0,1847,0.2692645169642531,0.2683898081923064,0.4447894105348869,8,5,179,summer,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Maks Melvan,2024-07-03,2024,0,10,2,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,23,23,4,3.170975903,2.798941799,2,1,0.043478261,8,42.36579,-74.589692,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,0,0,,5,238,17,7,3,1,1271,61,168,0,1683,6,0,6861.552196000001,3,0.0004372188557785,1507,0.219629605219431,1683,0.2452797780917733,266,0.0387667385456991,0.0,0.0,1507,0.219629605219431,0.218609427889281,0.4649093833112043,2,5,185,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,LaurDom Cattle Co.,2024-06-27,2024,0,124,3,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,132,132,5,1.361634359,1.13186956,1,1,0.007575758,9,42.265233,-74.757086,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,,5,165,18,5,3,2,1955,37,236,0,1025,6,0,6857.016294,4,0.0005833441001883,2236,0.3260893520052644,1025,0.149481925673254,193,0.0281463528340858,0.0,0.0,2236,0.3260893520052644,0.3249226638048878,0.4755712776785185,8,5,179,summer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Stony Creek Farm,2024-06-27,2024,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,3,3,3.0,3.0,1,1,0.333333333,10,42.252111,-75.107264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,4,151,9,1,0,0,2295,1,44,0,951,3,2,6856.289694,0,0.0,2345,0.3420217208809205,951,0.1387047575939255,161,0.023482088299287,0.0,0.0,2343,0.3417300179206809,0.3412924634803215,0.480726478474846,8,5,179,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Porco,2024-06-27,2024,0,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,17,17,3,2.444617176,2.079136691,0,0,0.0,11,43.03266,-74.7694,562,177,1,2,1,0,0,18,25,0,0,0,0,0,0,,0,0,,1,139,35,8,14,9,113,33,33,0,2170,19,0,6866.526519999999,891,0.1297599299157735,207,0.0301462463440685,2170,0.3160258674716369,205,0.0298549782634495,0.0,0.0,207,0.0301462463440685,0.0260684932154023,0.3461721138157055,5,5,179,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0
62,Young,2024-06-27,2024,0,7,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,10,10,3,2.229591874,1.851851852,0,0,0.0,12,42.8813,-74.8338,0,0,0,0,0,0,24,65,5,0,0,0,0,0,0,,0,0,,3,140,46,2,0,0,975,119,71,0,1845,167,1,6862.095,94,0.0136984404908413,1333,0.1942555444073566,1845,0.2688683266553436,188,0.0273968809816827,0.0,0.0,1332,0.1941098163170285,0.1697732252322359,0.4631238710627002,8,5,179,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Devine Gardens,2024-06-27,2024,0,5,30,7,2,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,46,46,5,2.942147797,2.154786151,2,1,0.02173913,13,42.91542,-75.7471,2,0,0,0,0,0,0,5,1,0,0,0,2,0,0,,0,0,,13,186,56,56,0,10,1484,380,116,0,901,242,8,6862.3366399999995,12,0.00174867550654,2240,0.3264194278874666,901,0.1312963859493783,308,0.0448826713345266,0.0,0.0,2232,0.32525364421644,0.2885314585790999,0.4577158138368449,2,5,179,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Essex Farm,2024-06-28,2024,0,40,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,47,47,5,1.808853514,1.364422483,2,2,0.042553191,14,44.309224,-73.369184,18,2,0,13,1,2,0,1,0,0,0,0,5,0,18,,3,0,,19,78,74,28,0,12,572,306,105,0,1944,222,2,6873.88008,86,0.0125111289401487,1219,0.177337978814434,1944,0.2828097053447578,192,0.0279318227500995,0.0,0.0,1217,0.1770470223274538,0.14300511335077,0.4601476841591918,5,7,180,summer,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
65,Daona,2024-06-26,2024,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,4,4,3,2.828427125,2.666666667,0,0,0.0,15,43.87937159,-73.31594296,700,1,0,0,0,0,0,0,405,0,0,0,0,0,1,,0,0,,0,49,125,21,13,19,272,49,24,0,1759,24,0,6869.12685726,1108,0.1613014321942462,388,0.0564846170499707,1759,0.2560733025538621,227,0.0330464125524313,0.0,0.0,388,0.0564846170499707,0.0502247239232987,0.3125579196038328,2,12,178,summer,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,KZ,2024-06-26,2024,0,29,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,57,57,3,2.26912755,2.136094675,0,0,0.0,16,44.21408785,-73.44422119,2,0,1,0,0,8,0,0,11,0,0,0,0,0,1,,0,0,,7,104,100,15,1,12,411,652,46,0,2016,72,1,6861.53973332,22,0.0032062774326244,1194,0.1740134206615277,2016,0.2938116047350418,232,0.0338116529258579,0.0,0.0,1193,0.1738676807782266,0.1616255305809332,0.4678250253965695,2,8,178,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,J+R Pierce,2024-07-05,2024,0,23,16,5,0,0,0,0,0,0,1,0,0,3,0,0,0,0,,0,48,48,5,3.347679462,2.809756098,1,1,0.020833333,17,44.78597241,-73.52093275,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,,0,0,,0,102,72,7,0,1,1127,655,76,0,956,401,42,6876.53007932,28,0.00407182106048,2302,0.3347618600437559,956,0.1390236047792487,182,0.0264668368931205,0.0,0.0,2260,0.3286541284530358,0.2701944117990002,0.4737854648230047,5,2,187,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,Donahues,2024-06-28,2024,0,63,7,2,0,0,0,0,0,0,1,0,0,0,2,0,4,0,,6,73,79,6,2.198374937,1.543655701,1,1,0.01369863,18,44.78372872,-74.45422136,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,0,0,,0,138,29,3,5,6,1809,287,4,1,1000,180,0,6874.65901472,5,0.0007273088002319,2287,0.3326710452261097,1000,0.1454617600463968,181,0.0263285785683978,0.0,0.0,2287,0.3326710452261097,0.3054696960974334,0.4781328052725065,2,4,180,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
69,Chaseholm,2024-07-11,2024,0,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,31,31,2,1.153159847,1.066592675,0,0,0.0,0,41.959261,-73.608753,194,0,0,0,0,0,0,0,2,0,0,0,1,0,0,,0,0,,2,116,20,3,0,2,1959,10,51,0,1075,27,0,6860.701016,197,0.0287142668862222,2049,0.2986575271566972,1075,0.1566895274248167,141,0.0205518356901387,0.0,0.0,2049,0.2986575271566972,0.2944305538587254,0.4553470545815139,8,5,193,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,Full Moon,2024-07-12,2024,1,0,0,22,0,0,0,0,0,11,5,0,0,1,0,0,0,0,,0,40,40,5,3.090105293,2.53164557,5,1,0.025,1,41.753636,-74.122224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,312,81,7,0,0,1656,29,52,0,1312,14,0,6861.2628239999995,0,0.0,1751,0.2552008347319359,1312,0.1912184438425471,400,0.058298306049557,0.0,0.0,1751,0.2552008347319359,0.2531603940202014,0.446419278574483,5,9,194,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Wilmar Farm,2024-07-12,2024,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,9,9,1,1.0,1.0,0,0,0.0,3,42.65249,-78.247704,64,20,0,0,42,0,0,617,1,0,2,427,3,0,0,,0,0,,1,163,24,3,0,0,912,163,262,0,716,16,0,6866.809572,1206,0.1756274128989345,1353,0.1970347343716902,716,0.1042696746564155,190,0.0276693270736298,3.0,0.0004368841116888,1353,0.1970347343716902,0.1947046857760161,0.3013044090281058,2,5,194,summer,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,17.0,0.0,0.0,3.0,0.0,0.0
72,Hendricksons Grazing Acres,2024-07-12,2024,0,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,7,7,4,3.170032825,2.578947368,1,1,0.142857143,4,42.622045,-78.134195,229,0,0,0,0,0,0,505,6,0,2,0,0,0,0,,0,0,,4,166,29,0,0,1,1283,121,387,0,685,52,2,6874.9757,743,0.1080731092620443,1846,0.2685100399700322,685,0.0996367158068646,196,0.0285091916761247,0.0,0.0,1844,0.2682191298508881,0.2605100116935686,0.3681467557768968,2,5,194,summer,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Tamberlane Farm,2024-07-12,2024,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,2,1,1.0,1.0,0,0,0.0,5,42.8279777,-77.2584595,0,1,0,0,21,3,0,64,1,0,1,1,0,0,1,,0,0,,1658,214,194,40,4,3,569,2,16,0,595,69,0,6857.1390364,96,0.0140000078006876,659,0.0961042202151373,595,0.0867708816813455,455,0.0663542036386759,2.0,0.0002916668291809,659,0.0961042202151373,0.0856042143646215,0.1828751018964828,2,4,194,summer,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
74,Rugenstein,2024-07-12,2024,0,2,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,7,7,4,3.585988827,3.266666667,2,2,0.285714286,6,42.9400909,-77.3028408,588,20,0,1,51,4,0,38,14,10,34,0,1,341,9,,0,4,,111,209,40,9,1,22,666,0,9,0,1167,57,7,6859.2745002,1156,0.1685309430270349,761,0.1109446778923647,1167,0.1701346111700258,281,0.0409664316527654,1.0,0.0001457880129991,754,0.1099241618013705,0.0984069087744365,0.2810792890623905,2,9,194,summer,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Charlie Reinshagen,2024-07-11,2024,0,79,8,1,5,11,0,0,1,0,0,0,0,1,6,0,0,1,,7,106,113,9,3.082215998,1.967185334,17,3,0.028301887,7,42.378973,-74.666026,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,10,168,117,79,29,0,1412,257,172,0,1204,6,0,6859.425894,8,0.0011662783625955,1847,0.2692645169642531,1204,0.1755248935706338,393,0.0572934245625075,0.0,0.0,1847,0.2692645169642531,0.2683898081923064,0.4447894105348869,8,5,193,summer,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Maks Melvan,2024-07-11,2024,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,16,16,1,1.0,1.0,0,0,0.0,8,42.36579,-74.589692,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,0,0,,5,238,17,7,3,1,1271,61,168,0,1683,6,0,6861.552196000001,3,0.0004372188557785,1507,0.219629605219431,1683,0.2452797780917733,266,0.0387667385456991,0.0,0.0,1507,0.219629605219431,0.218609427889281,0.4649093833112043,2,5,193,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,LaurDom Cattle Co.,2024-07-11,2024,0,110,12,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,129,129,5,1.747376344,1.356124195,2,2,0.015503876,9,42.265233,-74.757086,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,,5,165,18,5,3,2,1955,37,236,0,1025,6,0,6857.016294,4,0.0005833441001883,2236,0.3260893520052644,1025,0.149481925673254,193,0.0281463528340858,0.0,0.0,2236,0.3260893520052644,0.3249226638048878,0.4755712776785185,8,5,193,summer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Stony Creek Farm,2024-07-11,2024,1,0,1,3,3,0,0,0,1,0,3,0,0,0,0,0,0,0,,0,12,12,6,5.264296052,4.8,6,2,0.166666667,10,42.252111,-75.107264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,4,151,9,1,0,0,2295,1,44,0,951,3,2,6856.289694,0,0.0,2345,0.3420217208809205,951,0.1387047575939255,161,0.023482088299287,0.0,0.0,2343,0.3417300179206809,0.3412924634803215,0.480726478474846,8,5,193,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Porco,2024-07-11,2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,1,1.0,1.0,0,0,0.0,11,43.03266,-74.7694,562,177,1,2,1,0,0,18,25,0,0,0,0,0,0,,0,0,,1,139,35,8,14,9,113,33,33,0,2170,19,0,6866.526519999999,891,0.1297599299157735,207,0.0301462463440685,2170,0.3160258674716369,205,0.0298549782634495,0.0,0.0,207,0.0301462463440685,0.0260684932154023,0.3461721138157055,5,5,193,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0
80,Young,2024-07-11,2024,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,4,4,3,2.828427125,2.666666667,1,1,0.25,12,42.8813,-74.8338,0,0,0,0,0,0,24,65,5,0,0,0,0,0,0,,0,0,,3,140,46,2,0,0,975,119,71,0,1845,167,1,6862.095,94,0.0136984404908413,1333,0.1942555444073566,1845,0.2688683266553436,188,0.0273968809816827,0.0,0.0,1332,0.1941098163170285,0.1697732252322359,0.4631238710627002,8,5,193,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Devine Gardens,2024-07-09,2024,0,0,12,4,1,0,0,0,9,0,0,0,0,0,0,0,0,0,,0,26,26,4,3.118533165,2.79338843,1,1,0.038461538,13,42.91542,-75.7471,2,0,0,0,0,0,0,5,1,0,0,0,2,0,0,,0,0,,13,186,56,56,0,10,1484,380,116,0,901,242,8,6862.3366399999995,12,0.00174867550654,2240,0.3264194278874666,901,0.1312963859493783,308,0.0448826713345266,0.0,0.0,2232,0.32525364421644,0.2885314585790999,0.4577158138368449,2,5,191,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Essex Farm,2024-07-12,2024,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,2,2,2.0,2.0,0,0,0.0,14,44.309224,-73.369184,18,2,0,13,1,2,0,1,0,0,0,0,5,0,18,,3,0,,19,78,74,28,0,12,572,306,105,0,1944,222,2,6873.88008,86,0.0125111289401487,1219,0.177337978814434,1944,0.2828097053447578,192,0.0279318227500995,0.0,0.0,1217,0.1770470223274538,0.14300511335077,0.4601476841591918,5,7,194,summer,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
83,Daona,2024-07-10,2024,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,4,4,3,2.828427125,2.666666667,0,0,0.0,15,43.87937159,-73.31594296,700,1,0,0,0,0,0,0,405,0,0,0,0,0,1,,0,0,,0,49,125,21,13,19,272,49,24,0,1759,24,0,6869.12685726,1108,0.1613014321942462,388,0.0564846170499707,1759,0.2560733025538621,227,0.0330464125524313,0.0,0.0,388,0.0564846170499707,0.0502247239232987,0.3125579196038328,2,12,192,summer,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,KZ,2024-07-12,2024,1,14,0,29,1,1,0,0,0,0,0,0,0,1,0,0,0,0,,0,47,47,6,2.681435396,2.121998079,2,2,0.042553191,16,44.21408785,-73.44422119,2,0,1,0,0,8,0,0,11,0,0,0,0,0,1,,0,0,,7,104,100,15,1,12,411,652,46,0,2016,72,1,6861.53973332,22,0.0032062774326244,1194,0.1740134206615277,2016,0.2938116047350418,232,0.0338116529258579,0.0,0.0,1193,0.1738676807782266,0.1616255305809332,0.4678250253965695,2,8,194,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,J+R Pierce,2024-07-17,2024,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,5,5,2,1.649384888,1.470588235,0,0,0.0,17,44.78597241,-73.52093275,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,,0,0,,0,102,72,7,0,1,1127,655,76,0,956,401,42,6876.53007932,28,0.00407182106048,2302,0.3347618600437559,956,0.1390236047792487,182,0.0264668368931205,0.0,0.0,2260,0.3286541284530358,0.2701944117990002,0.4737854648230047,5,2,199,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Donahues,2024-07-09,2024,0,120,4,24,8,15,0,0,2,0,14,0,0,1,3,0,1,0,,4,188,192,10,3.758981294,2.379550736,37,3,0.015957447,18,44.78372872,-74.45422136,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,0,0,,0,138,29,3,5,6,1809,287,4,1,1000,180,0,6874.65901472,5,0.0007273088002319,2287,0.3326710452261097,1000,0.1454617600463968,181,0.0263285785683978,0.0,0.0,2287,0.3326710452261097,0.3054696960974334,0.4781328052725065,2,4,191,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
87,Chaseholm,2024-07-30,2024,0,0,0,16,1,0,0,0,0,5,1,0,0,0,0,0,0,2,,2,23,25,5,2.906878095,2.177700348,4,3,0.130434783,0,41.959261,-73.608753,194,0,0,0,0,0,0,0,2,0,0,0,1,0,0,,0,0,,2,116,20,3,0,2,1959,10,51,0,1075,27,0,6860.701016,197,0.0287142668862222,2049,0.2986575271566972,1075,0.1566895274248167,141,0.0205518356901387,0.0,0.0,2049,0.2986575271566972,0.2944305538587254,0.4553470545815139,8,5,212,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Full Moon,2024-07-23,2024,1,0,0,23,3,1,0,0,0,9,86,0,0,2,0,0,0,1,,1,125,126,8,2.799824158,1.979057592,91,4,0.032,1,41.753636,-74.122224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,312,81,7,0,0,1656,29,52,0,1312,14,0,6861.2628239999995,0,0.0,1751,0.2552008347319359,1312,0.1912184438425471,400,0.058298306049557,0.0,0.0,1751,0.2552008347319359,0.2531603940202014,0.446419278574483,5,9,205,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Wilmar Farm,2024-07-24,2024,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,5,5,2,1.649384888,1.470588235,1,1,0.2,3,42.65249,-78.247704,64,20,0,0,42,0,0,617,1,0,2,427,3,0,0,,0,0,,1,163,24,3,0,0,912,163,262,0,716,16,0,6866.809572,1206,0.1756274128989345,1353,0.1970347343716902,716,0.1042696746564155,190,0.0276693270736298,3.0,0.0004368841116888,1353,0.1970347343716902,0.1947046857760161,0.3013044090281058,2,5,206,summer,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,17.0,0.0,0.0,3.0,0.0,0.0
90,Hendricksons Grazing Acres,2024-07-24,2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,1,1.0,1.0,0,0,0.0,4,42.622045,-78.134195,229,0,0,0,0,0,0,505,6,0,2,0,0,0,0,,0,0,,4,166,29,0,0,1,1283,121,387,0,685,52,2,6874.9757,743,0.1080731092620443,1846,0.2685100399700322,685,0.0996367158068646,196,0.0285091916761247,0.0,0.0,1844,0.2682191298508881,0.2605100116935686,0.3681467557768968,2,5,206,summer,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Tamberlane Farm,2024-07-24,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,,5,42.8279777,-77.2584595,0,1,0,0,21,3,0,64,1,0,1,1,0,0,1,,0,0,,1658,214,194,40,4,3,569,2,16,0,595,69,0,6857.1390364,96,0.0140000078006876,659,0.0961042202151373,595,0.0867708816813455,455,0.0663542036386759,2.0,0.0002916668291809,659,0.0961042202151373,0.0856042143646215,0.1828751018964828,2,4,206,summer,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
92,Rugenstein,2024-07-24,2024,0,0,0,25,0,1,0,0,0,1,13,0,0,24,1,0,0,0,,1,64,65,6,3.490109024,3.077203205,14,2,0.03125,6,42.9400909,-77.3028408,588,20,0,1,51,4,0,38,14,10,34,0,1,341,9,,0,4,,111,209,40,9,1,22,666,0,9,0,1167,57,7,6859.2745002,1156,0.1685309430270349,761,0.1109446778923647,1167,0.1701346111700258,281,0.0409664316527654,1.0,0.0001457880129991,754,0.1099241618013705,0.0984069087744365,0.2810792890623905,2,9,206,summer,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Charlie Reinshagen,2024-07-25,2024,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,2,3,5,4,3.789291416,3.571428571,1,1,0.333333333,7,42.378973,-74.666026,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,10,168,117,79,29,0,1412,257,172,0,1204,6,0,6859.425894,8,0.0011662783625955,1847,0.2692645169642531,1204,0.1755248935706338,393,0.0572934245625075,0.0,0.0,1847,0.2692645169642531,0.2683898081923064,0.4447894105348869,8,5,207,summer,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Maks Melvan,2024-07-25,2024,0,28,5,16,3,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,53,53,5,3.18628194,2.613023256,4,2,0.037735849,8,42.36579,-74.589692,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,0,0,,5,238,17,7,3,1,1271,61,168,0,1683,6,0,6861.552196000001,3,0.0004372188557785,1507,0.219629605219431,1683,0.2452797780917733,266,0.0387667385456991,0.0,0.0,1507,0.219629605219431,0.218609427889281,0.4649093833112043,2,5,207,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,LaurDom Cattle Co.,2024-07-25,2024,0,26,0,13,4,0,0,0,0,0,0,0,0,0,2,0,0,0,,2,43,45,4,2.798794071,2.341040462,4,1,0.023255814,9,42.265233,-74.757086,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,,5,165,18,5,3,2,1955,37,236,0,1025,6,0,6857.016294,4,0.0005833441001883,2236,0.3260893520052644,1025,0.149481925673254,193,0.0281463528340858,0.0,0.0,2236,0.3260893520052644,0.3249226638048878,0.4755712776785185,8,5,207,summer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Stony Creek Farm,2024-07-25,2024,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,5,5,2,1.649384888,1.470588235,5,2,0.4,10,42.252111,-75.107264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,4,151,9,1,0,0,2295,1,44,0,951,3,2,6856.289694,0,0.0,2345,0.3420217208809205,951,0.1387047575939255,161,0.023482088299287,0.0,0.0,2343,0.3417300179206809,0.3412924634803215,0.480726478474846,8,5,207,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
