Title,Author,Year,Country,Continent,Climate,Comparison,Response,Response Category,Local Factor,Local Strategy,Local Effect,Landscape,Landscape Gradient,Minimum Complexity,Maximum Complexity,Landscape Effect,Interaction Details,Interaction Effect,Description
The effect of organic farming on butterfly diversity depends on landscape context,Rundlöf et al. ,2006,Sweden,Europe,,Conventional,Abundance (butterflies),Pollinator,Organic,Intensity,Positive,"The three landscape measures (proportion of arable land, mean field size and proportion of pasture of all agricultural land) were calculated in ArcView GIS 3·2 using agricultural statistics from the Swedish Board of Agriculture (Jönköping) within a 1-km radius circle from the centre of the farm unit. ",25.1-88.8% non-arable land,25.1,88.8,Positive,More positive local effect (organic) in more simple landscapes. ,More positive local effect in simple landscapes,"Both species richness and abundance of butterflies were significantly larger if the farm was under organic management and was significantly higher in the more heterogeneous landscapes.

A significant effect of farming practice on butterfly abundance was observed in the homogeneous (F1,5·1 = 25·72, P= 0·0037) but not in the heterogeneous (F1,5·5 = 3·01, P= 0·14) landscapes."
"The effects of crop type, landscape composition and agroecological practices on biodiversity and ecosystem services in tropical smallholder farms",Vogel et al.,2023,Malawi,Africa,,Control,Carabid abundance,Natural enemy,Agroecological pest management,Intensity,NS,"Additionally, we (vii) quantified shrubland and grassland cover in a 250, 500 and 1000 m radius surrounding all fields using satellite imagery and GIS.",10.74-68.61% shrubland,10.74,68.61,NS,NS,NS,
"The effects of crop type, landscape composition and agroecological practices on biodiversity and ecosystem services in tropical smallholder farms",Vogel et al.,2023,Malawi,Africa,,Control,Carabid abundance,Natural enemy,Agroecological soil management,Intensity,Positive,"Additionally, we (vii) quantified shrubland and grassland cover in a 250, 500 and 1000 m radius surrounding all fields using satellite imagery and GIS.",10.74-68.61% shrubland,10.74,68.61,NS,NS,NS,"Carabid abundance and richness (Figure 2b,d) and wasp abundance (Figure 2j; Table 2) were positively related to the number of soil management practices."
"The effects of crop type, landscape composition and agroecological practices on biodiversity and ecosystem services in tropical smallholder farms",Vogel et al.,2023,Malawi,Africa,,Control,Carabid richness,Natural enemy,Agroecological pest management,Intensity,NS,"Additionally, we (vii) quantified shrubland and grassland cover in a 250, 500 and 1000 m radius surrounding all fields using satellite imagery and GIS.",10.74-68.61% shrubland,10.74,68.61,NS,NS,NS,Neither grassland cover nor the number of pest management practices affected any of the investigated taxa significantly
"The effects of crop type, landscape composition and agroecological practices on biodiversity and ecosystem services in tropical smallholder farms",Vogel et al.,2023,Malawi,Africa,,Control,Carabid richness,Natural enemy,Agroecological soil management,Intensity,Positive,"Additionally, we (vii) quantified shrubland and grassland cover in a 250, 500 and 1000 m radius surrounding all fields using satellite imagery and GIS.",10.74-68.61% shrubland,10.74,68.61,NS,NS,NS,"Carabid abundance and richness (Figure 2b,d) and wasp abundance (Figure 2j; Table 2) were positively related to the number of soil management practices."
"The effects of crop type, landscape composition and agroecological practices on biodiversity and ecosystem services in tropical smallholder farms",Vogel et al.,2023,Malawi,Africa,,Control,Spider abundance,Natural enemy,Agroecological pest management,Intensity,NS,"Additionally, we (vii) quantified shrubland and grassland cover in a 250, 500 and 1000 m radius surrounding all fields using satellite imagery and GIS.",10.74-68.61% shrubland,10.74,68.61,NS,NS,NS,Neither grassland cover nor the number of pest management practices affected any of the investigated taxa significantly
"The effects of crop type, landscape composition and agroecological practices on biodiversity and ecosystem services in tropical smallholder farms",Vogel et al.,2023,Malawi,Africa,,Control,Spider abundance,Natural enemy,Agroecological soil management,Intensity,NS,"Additionally, we (vii) quantified shrubland and grassland cover in a 250, 500 and 1000 m radius surrounding all fields using satellite imagery and GIS.",10.74-68.61% shrubland,10.74,68.61,NS,NS,NS,
"The effects of crop type, landscape composition and agroecological practices on biodiversity and ecosystem services in tropical smallholder farms",Vogel et al.,2023,Malawi,Africa,,Control,Ant richness,Natural enemy,Agroecological pest management,Intensity,NS,"Additionally, we (vii) quantified shrubland and grassland cover in a 250, 500 and 1000 m radius surrounding all fields using satellite imagery and GIS.",10.74-68.61% shrubland,10.74,68.61,NS,NS,NS,Neither grassland cover nor the number of pest management practices affected any of the investigated taxa significantly
"The effects of crop type, landscape composition and agroecological practices on biodiversity and ecosystem services in tropical smallholder farms",Vogel et al.,2023,Malawi,Africa,,Control,Ant richness,Natural enemy,Agroecological soil management,Intensity,NS,"Additionally, we (vii) quantified shrubland and grassland cover in a 250, 500 and 1000 m radius surrounding all fields using satellite imagery and GIS.",10.74-68.61% shrubland,10.74,68.61,NS,NS,NS,
"The effects of crop type, landscape composition and agroecological practices on biodiversity and ecosystem services in tropical smallholder farms",Vogel et al.,2023,Malawi,Africa,,Control,Parasitoid abundance,Natural enemy,Agroecological pest management,Intensity,NS,"Additionally, we (vii) quantified shrubland and grassland cover in a 250, 500 and 1000 m radius surrounding all fields using satellite imagery and GIS.",10.74-68.61% shrubland,10.74,68.61,NS,NS,NS,Neither grassland cover nor the number of pest management practices affected any of the investigated taxa significantly
"The effects of crop type, landscape composition and agroecological practices on biodiversity and ecosystem services in tropical smallholder farms",Vogel et al.,2023,Malawi,Africa,,Control,Parasitoid abundance,Natural enemy,Agroecological soil management,Intensity,NS,"Additionally, we (vii) quantified shrubland and grassland cover in a 250, 500 and 1000 m radius surrounding all fields using satellite imagery and GIS.",10.74-68.61% shrubland,10.74,68.61,NS,NS,NS,
"The effects of crop type, landscape composition and agroecological practices on biodiversity and ecosystem services in tropical smallholder farms",Vogel et al.,2023,Malawi,Africa,,Control,Wasp abundance,Natural enemy,Agroecological pest management,Intensity,NS,"Additionally, we (vii) quantified shrubland and grassland cover in a 250, 500 and 1000 m radius surrounding all fields using satellite imagery and GIS.",10.74-68.61% shrubland,10.74,68.61,NS,NS,NS,Neither grassland cover nor the number of pest management practices affected any of the investigated taxa significantly
"The effects of crop type, landscape composition and agroecological practices on biodiversity and ecosystem services in tropical smallholder farms",Vogel et al.,2023,Malawi,Africa,,Control,Wasp abundance,Natural enemy,Agroecological soil management,Intensity,Positive,"Additionally, we (vii) quantified shrubland and grassland cover in a 250, 500 and 1000 m radius surrounding all fields using satellite imagery and GIS.",10.74-68.61% shrubland,10.74,68.61,NS,NS,NS,"Carabid abundance and richness (Figure 2b,d) and wasp abundance (Figure 2j; Table 2) were positively related to the number of soil management practices."
