site,pest,crop,state_province,date,count,latitude,longitude
Bent,Western Bean Cutworm (WBC),Field Corn,NS,9/2/20,0,44.931,-65.146
Bishop,Western Bean Cutworm (WBC),Field Corn,NS,9/2/20,1,44.767,-65.434
FS Partner site -1,Western Bean Cutworm (WBC),Dry Beans,ON,9/2/20,2,43.689,-80.199
FS Partners Field -2,Western Bean Cutworm (WBC),Dry Beans,ON,9/2/20,12,43.688,-80.196
Overmars,Western Bean Cutworm (WBC),Field Corn,NS,9/2/20,0,45.542,-61.91
Sinopoli,Western Bean Cutworm (WBC),Field Corn,ON,9/2/20,4,43.719,-80.111
Swinkles   ,Western Bean Cutworm (WBC),Field Corn,NS,9/2/20,0,45.601,-61.762
Campbellville,Western Bean Cutworm (WBC),Field Corn,ON,9/3/20,0,43.498,-79.989
Eastep,Western Bean Cutworm (WBC),Field Corn,ON,9/3/20,7,43.711,-80.475
Kb,Western Bean Cutworm (WBC),Field Corn,ON,9/3/20,0,42.257,-82.653
Maryhill,Western Bean Cutworm (WBC),Field Corn,ON,9/3/20,0,43.533,-80.376
Michael’s,Western Bean Cutworm (WBC),Field Corn,ON,9/3/20,0,43.467,-80.179
Onlsow ,Western Bean Cutworm (WBC),Field Corn,NS,9/3/20,0,45.373,-63.332
Opa,Western Bean Cutworm (WBC),Field Corn,ON,9/3/20,7,43.788,-80.685
WJ,Western Bean Cutworm (WBC),Field Corn,ON,9/3/20,0,42.257,-82.653
Gatineau (Masson)WBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/4/20,0,45.569,-75.367
La ConceptionWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/4/20,0,46.118,-74.481
Laval-OuestWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/4/20,1,45.532,-73.839
LouisevilleWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/4/20,0,46.286,-72.928
Metab-Lac à la Croix (LSJ)WBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/4/20,11,48.438,-71.852
Mont-LaurierWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/4/20,0,46.552,-75.504
Neuville-sudWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/4/20,0,46.712,-71.559
OkaWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/4/20,0,45.498,-74.153
PierrevilleWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/4/20,1,46.1,-72.876
PrincevilleWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/4/20,0,46.194,-71.829
St-Antoine-de-TillyWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/4/20,0,46.666,-71.583
St-ArsèneWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/4/20,0,46.666,-71.583
Ste-Pétronille (Île d'Orléans)WBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/4/20,0,46.854,-71.105
St-Henri-de-LévisWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/4/20,0,46.697,-71.071
St-JacquesWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/4/20,0,45.623,-73.7
St-Paul-D'AbbotsfordWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/4/20,0,45.424,-72.84
St-PolycarpeWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/4/20,2,45.303,-74.299
St-RémiWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/4/20,0,45.265,-73.622
St-SiméonWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/4/20,0,48.07,-65.569
Trois-RivièresWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/4/20,0,46.406,-72.708
Château-RicherWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/7/20,0,46.969,-71.051
ComptonWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/7/20,0,45.286,-71.828
Gatineau (Masson)WBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/7/20,1,45.569,-75.367
La ConceptionWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/7/20,0,46.118,-74.481
LouisevilleWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/7/20,0,46.286,-72.928
Metab-Lac à la Croix (LSJ)WBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/7/20,7,48.438,-71.852
Mont-LaurierWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/7/20,0,46.552,-75.504
Neuville-sudWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/7/20,0,46.712,-71.559
NicoletWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/7/20,0,46.217,-72.588
OkaWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/7/20,3,45.498,-74.153
PierrevilleWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/7/20,0,46.1,-72.876
PrincevilleWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/7/20,0,46.194,-71.829
St-Antoine-de-TillyWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/7/20,0,46.666,-71.583
St-ArsèneWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/7/20,0,46.666,-71.583
Ste-Pétronille (Île d'Orléans)WBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/7/20,0,46.854,-71.105
St-Henri-de-LévisWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/7/20,1,46.697,-71.071
St-JacquesWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/7/20,0,45.623,-73.7
St-Paul-D'AbbotsfordWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/7/20,0,45.424,-72.84
St-PolycarpeWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/7/20,2,45.303,-74.299
St-VallierWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/7/20,0,46.633,-70.968
Waterville 5 western bean cutworm,Western Bean Cutworm (WBC),Field Corn,NS,9/7/20,0,45.064,-64.696
Winchester WBC Scentry,Western Bean Cutworm (WBC),Field Corn,ON,9/7/20,0,45.056,-75.343
Winchester WBC Trece,Western Bean Cutworm (WBC),Field Corn,ON,9/7/20,0,45.056,-75.343
Bornholm ,Western Bean Cutworm (WBC),Dry Beans,ON,9/8/20,2,43.543,-81.132
Vandewalle Trap 1,Western Bean Cutworm (WBC),Dry Beans,ON,9/8/20,3,43.477,-81.214
Vandewalle Trap 2,Western Bean Cutworm (WBC),Dry Beans,ON,9/8/20,1,43.481,-81.217
Verschurens ,Western Bean Cutworm (WBC),Field Corn,NS,9/8/20,0,46.194,-60.273
Arand Trap 1,Western Bean Cutworm (WBC),Dry Beans,ON,9/9/20,0,43.618,-80.985
Arand Trap 2,Western Bean Cutworm (WBC),Dry Beans,ON,9/9/20,2,43.621,-80.986
DeBlock Trap 1,Western Bean Cutworm (WBC),Dry Beans,ON,9/9/20,2,43.575,-81.244
DeBlock Trap 2,Western Bean Cutworm (WBC),Dry Beans,ON,9/9/20,1,43.577,-81.249
Lodewyk Vollmershausen Trap 1,Western Bean Cutworm (WBC),Dry Beans,ON,9/9/20,0,43.147,-80.626
Lodewyk Vollmershausen Trap 2,Western Bean Cutworm (WBC),Dry Beans,ON,9/9/20,0,43.147,-80.628
Overmars,Western Bean Cutworm (WBC),Field Corn,NS,9/9/20,0,45.542,-61.91
Piggot Vollmershausen Trap 1,Western Bean Cutworm (WBC),Dry Beans,ON,9/9/20,3,43.266,-80.663
Piggot Vollmershausen Trap 2,Western Bean Cutworm (WBC),Dry Beans,ON,9/9/20,1,43.268,-80.664
Reyneveldt Vollmershausen Trap 1,Western Bean Cutworm (WBC),Dry Beans,ON,9/9/20,2,43.3,-80.719
Reyneveldt Vollmershausen Trap 2,Western Bean Cutworm (WBC),Dry Beans,ON,9/9/20,2,43.304,-80.717
Swinkles   ,Western Bean Cutworm (WBC),Field Corn,NS,9/9/20,0,45.601,-61.762
Zilke Trap 1,Western Bean Cutworm (WBC),Dry Beans,ON,9/9/20,0,43.353,-80.996
Zilke Trap 2,Western Bean Cutworm (WBC),Dry Beans,ON,9/9/20,2,43.255,-80.803
Kb,Western Bean Cutworm (WBC),Field Corn,ON,9/10/20,0,42.257,-82.653
Bent,Western Bean Cutworm (WBC),Field Corn,NS,9/11/20,0,44.921,-65.182
Bishop,Western Bean Cutworm (WBC),Field Corn,NS,9/11/20,0,44.767,-65.434
Gatineau (Masson)WBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/11/20,0,45.569,-75.367
La ConceptionWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/11/20,0,46.118,-74.481
Laval-OuestWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/11/20,1,45.532,-73.839
Laval-OuestWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/11/20,0,45.532,-73.839
Metab-Lac à la Croix (LSJ)WBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/11/20,0,48.438,-71.852
Mont-LaurierWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/11/20,0,46.552,-75.504
Neuville-sudWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/11/20,0,46.712,-71.559
NicoletWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/11/20,0,46.217,-72.588
OkaWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/11/20,0,45.498,-74.153
PierrevilleWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/11/20,0,46.1,-72.876
PrincevilleWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/11/20,0,46.194,-71.829
St-Antoine-de-TillyWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/11/20,0,46.666,-71.583
St-ArsèneWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/11/20,0,46.666,-71.583
Ste-Pétronille (Île d'Orléans)WBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/11/20,0,46.854,-71.105
St-Henri-de-LévisWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/11/20,0,46.697,-71.071
St-JacquesWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/11/20,0,45.623,-73.7
St-Paul-D'AbbotsfordWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/11/20,0,45.424,-72.84
St-PolycarpeWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/11/20,1,45.303,-74.299
WJ,Western Bean Cutworm (WBC),Field Corn,ON,9/13/20,0,42.258,-82.653
ComptonWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/14/20,0,45.286,-71.828
Gatineau (Masson)WBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/14/20,0,45.569,-75.367
La ConceptionWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/14/20,0,46.118,-74.481
Laval-OuestWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/14/20,0,45.532,-73.839
Metab-Lac à la Croix (LSJ)WBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/14/20,0,48.438,-71.852
Mont-LaurierWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/14/20,0,46.552,-75.504
NicoletWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/14/20,0,46.217,-72.588
OkaWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/14/20,1,45.498,-74.153
PierrevilleWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/14/20,1,46.1,-72.876
PrincevilleWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/14/20,0,46.194,-71.829
St-Antoine-de-TillyWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/14/20,0,46.666,-71.583
St-ArsèneWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/14/20,0,46.666,-71.583
Ste-Pétronille (Île d'Orléans)WBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/14/20,0,46.854,-71.105
St-JacquesWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/14/20,0,45.623,-73.7
St-Paul-D'AbbotsfordWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/14/20,0,45.424,-72.84
St-PolycarpeWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/14/20,1,45.303,-74.299
Waterville 5 western bean cutworm,Western Bean Cutworm (WBC),Field Corn,NS,9/14/20,1,45.064,-64.696
Waterville 5 western bean cutworm,Western Bean Cutworm (WBC),Field Corn,NS,9/14/20,0,45.064,-64.696
Winchester WBC Scentry,Western Bean Cutworm (WBC),Field Corn,ON,9/14/20,0,45.056,-75.343
Winchester WBC Trece,Western Bean Cutworm (WBC),Field Corn,ON,9/14/20,1,45.056,-75.343
Kb,Western Bean Cutworm (WBC),Field Corn,ON,9/17/20,0,42.257,-82.653
WJ,Western Bean Cutworm (WBC),Field Corn,ON,9/17/20,2,42.257,-82.653
Gatineau (Masson)WBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/18/20,0,45.569,-75.367
La ConceptionWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/18/20,2,46.118,-74.481
Laval-OuestWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/18/20,0,45.532,-73.839
Mont-LaurierWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/18/20,0,46.552,-75.504
Neuville-sudWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/18/20,0,46.712,-71.559
NicoletWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/18/20,0,46.217,-72.588
OkaWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/18/20,0,45.498,-74.153
PierrevilleWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/18/20,0,46.1,-72.876
St-ArsèneWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/18/20,0,46.666,-71.583
Ste-Pétronille (Île d'Orléans)WBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/18/20,0,46.854,-71.105
St-Henri-de-LévisWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/18/20,0,46.697,-71.071
St-JacquesWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/18/20,0,45.623,-73.7
St-Paul-D'AbbotsfordWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/18/20,0,45.424,-72.84
Gatineau (Masson)WBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/21/20,0,45.569,-75.367
La ConceptionWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/21/20,0,46.118,-74.481
Laval-OuestWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/21/20,0,45.532,-73.839
Mont-LaurierWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/21/20,0,46.552,-75.504
Neuville-sudWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/21/20,0,46.712,-71.559
NicoletWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/21/20,0,46.217,-72.588
OkaWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/21/20,0,45.498,-74.153
PierrevilleWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/21/20,0,46.1,-72.876
St-ArsèneWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/21/20,0,46.666,-71.583
Ste-Pétronille (Île d'Orléans)WBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/21/20,0,46.854,-71.105
St-JacquesWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/21/20,0,45.623,-73.7
ValleyfieldWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,9/21/20,0,45.255,-74.105
Waterville 5 western bean cutworm,Western Bean Cutworm (WBC),Field Corn,NS,9/21/20,0,45.064,-64.696
Winchester WBC Scentry,Western Bean Cutworm (WBC),Field Corn,ON,9/21/20,0,45.056,-75.343
Winchester WBC Trece,Western Bean Cutworm (WBC),Field Corn,ON,9/21/20,0,45.056,-75.343
Waterville 5 western bean cutworm,Western Bean Cutworm (WBC),Field Corn,NS,9/28/20,0,45.064,-64.696
Waterville 5 western bean cutworm,Western Bean Cutworm (WBC),Field Corn,NS,10/5/20,0,45.064,-64.696
St-Antoine-de-TillyWBC,Western Bean Cutworm (WBC),Sweet Corn,QC,10/11/20,0,46.666,-71.583
London WBC Scentry,Western Bean Cutworm (WBC),Field Corn,ON,6/11/21,0,42.853,-81.301
London WBC Trece,Western Bean Cutworm (WBC),Field Corn,ON,6/11/21,0,42.853,-81.301
RT-WBC,Western Bean Cutworm (WBC),Field Corn,ON,6/14/21,0,42.451,-81.889
Clifton 3,Western Bean Cutworm (WBC),Field Corn,NS,6/15/21,0,45.338,-63.453
Shubie 2,Western Bean Cutworm (WBC),Field Corn,NS,6/15/21,0,45.073,-63.425
London WBC Scentry,Western Bean Cutworm (WBC),Field Corn,ON,6/16/21,0,42.853,-81.301
London WBC Trece,Western Bean Cutworm (WBC),Field Corn,ON,6/16/21,0,42.853,-81.301
Overmars,Western Bean Cutworm (WBC),Field Corn,NS,6/16/21,0,45.542,-61.91
Swinkels,Western Bean Cutworm (WBC),Field Corn,NS,6/16/21,0,45.601,-61.762
Perennia WBC,Western Bean Cutworm (WBC),Field Corn,NS,6/17/21,0,45.089,-64.613
Somerset WBC,Western Bean Cutworm (WBC),Field Corn,NS,6/17/21,0,45.074,-64.747
Beaton Farm,Western Bean Cutworm (WBC),Field Corn,NS,6/18/21,0,46.035,-61.391
Verschurens,Western Bean Cutworm (WBC),Field Corn,NS,6/18/21,0,46.184,-60.311
RT-WBC,Western Bean Cutworm (WBC),Field Corn,ON,6/21/21,0,42.451,-81.889
Trois-Rivières,Western Bean Cutworm (WBC),Sweet Corn,QC,6/21/21,0,46.355,-72.538
Overmars,Western Bean Cutworm (WBC),Field Corn,NS,6/22/21,0,45.542,-61.91
Swinkels,Western Bean Cutworm (WBC),Field Corn,NS,6/22/21,0,45.601,-61.762
Swinkels,Western Bean Cutworm (WBC),Field Corn,NS,6/22/21,0,45.601,-61.762
Charlton,Western Bean Cutworm (WBC),Dry Beans,ON,6/23/21,0,43.052,-81.5
Clifton 3,Western Bean Cutworm (WBC),Field Corn,NS,6/23/21,0,45.338,-63.453
Co-op,Western Bean Cutworm (WBC),Dry Beans,ON,6/23/21,0,43.129,-81.534
Ilderton Rd,Western Bean Cutworm (WBC),Dry Beans,ON,6/23/21,0,43.058,-81.444
Lindsay WBC Scentry,Western Bean Cutworm (WBC),Field Corn,ON,6/23/21,0,44.284,-78.616
Lindsay WBC Trece,Western Bean Cutworm (WBC),Field Corn,ON,6/23/21,0,44.284,-78.616
Perennia WBC,Western Bean Cutworm (WBC),Field Corn,NS,6/23/21,0,45.089,-64.613
Petty,Western Bean Cutworm (WBC),Dry Beans,ON,6/23/21,0,43.077,-81.595
Shubie 2,Western Bean Cutworm (WBC),Field Corn,NS,6/23/21,0,45.073,-63.425
Somerset WBC,Western Bean Cutworm (WBC),Field Corn,NS,6/23/21,0,45.074,-64.747
Springbank,Western Bean Cutworm (WBC),Field Corn,ON,6/23/21,0,43.084,-81.657
London WBC Scentry,Western Bean Cutworm (WBC),Field Corn,ON,6/24/21,0,42.853,-81.301
London WBC Trece,Western Bean Cutworm (WBC),Field Corn,ON,6/24/21,0,42.853,-81.301
Murphy WBC,Western Bean Cutworm (WBC),Field Corn,MI,6/24/21,0,43.62,-84.888
Verschurens,Western Bean Cutworm (WBC),Field Corn,NS,6/24/21,0,46.184,-60.311
Château-Richer,Western Bean Cutworm (WBC),Sweet Corn,QC,6/25/21,0,46.97,-71.019
Gatineau (Masson),Western Bean Cutworm (WBC),Sweet Corn,QC,6/25/21,0,45.565,-75.359
Louiseville,Western Bean Cutworm (WBC),Sweet Corn,QC,6/25/21,0,46.249,-72.969
Mont-Laurier,Western Bean Cutworm (WBC),Sweet Corn,QC,6/25/21,0,46.543,-75.517
St-Paul-D'Abbotsford,Western Bean Cutworm (WBC),Sweet Corn,QC,6/25/21,0,45.436,-72.869
St-Siméon,Western Bean Cutworm (WBC),Sweet Corn,QC,6/25/21,0,48.072,-65.573
WATSON  TRAP #1,Western Bean Cutworm (WBC),Field Corn,ON,6/26/21,0,42.432,-82.022
Allen 1,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,40.77,-84.144
Allen 2,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,40.77,-84.144
Allen 3,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,40.77,-84.143
Allen 4,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,40.77,-84.144
Allen 5,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,40.77,-84.144
Allen 6,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,40.77,-84.144
Ashtabula 1,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,41.94,-80.721
Ashtabula 2,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,41.94,-80.721
Ashtabula 3,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,1,41.94,-80.721
Ashtabula 4,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,41.94,-80.721
Champaign 1,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,2,40.103,-83.805
Clark 1,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,39.891,-83.677
Clark 2,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,39.891,-83.677
Coshocton 1,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,40.274,-81.954
Coshocton 2,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,40.274,-81.954
Coshocton 3,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,40.274,-81.954
Crawford 1,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,40.827,-82.993
Crawford 2,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,40.827,-82.993
Darke 1,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,40.106,-84.69
Darke 2,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,40.106,-84.69
Darke 3,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,40.106,-84.69
Defiance 1,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,1,41.349,-84.48
Defiance 2,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,1,41.349,-84.48
Defiance 3,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,41.349,-84.48
Defiance 4,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,41.349,-84.48
Defiance 5,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,41.349,-84.48
Fulton 1,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,1,41.572,-84.144
Fulton 2,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,6,41.572,-84.144
Fulton 3,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,41.572,-84.143
Fulton 4,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,41.572,-84.144
Fulton 5,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,41.572,-84.144
Geauga 1,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,41.464,-81.208
Geauga 2,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,41.464,-81.208
Geauga 3,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,41.464,-81.208
Hancock 1,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,41.027,-83.677
Hancock 2,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,41.027,-83.677
Hancock 3,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,41.027,-83.677
Hardin 1,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,1,40.705,-83.677
Hardin 2,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,40.705,-83.677
Hardin 3,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,40.705,-83.677
Hardin 4,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,40.705,-83.677
Hardin 5,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,40.705,-83.677
Hardin 6,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,40.705,-83.677
Henry 1,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,41.366,-84.017
Henry 2,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,41.366,-84.017
Henry 3,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,41.366,-84.017
Henry 4,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,41.366,-84.017
Huron 1,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,41.127,-82.648
Huron 2,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,1,41.127,-82.648
Lake 1,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,41.724,-81.216
Lake 2,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,41.724,-81.216
Lorain 1,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,41.412,-82.128
Lucas 1,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,41.689,-83.379
Lucas 2,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,41.689,-83.379
Paulding 1,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,1,41.078,-84.69
Paulding 2,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,41.078,-84.69
Paulding 3,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,41.078,-84.69
Putnam 1,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,41.018,-84.034
Putnam 2,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,41.018,-84.034
Putnam 3,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,41.018,-84.034
Putnam 4,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,41.018,-84.034
Tuscarawas 1,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,40.398,-81.428
Tuscarawas 2,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,40.398,-81.428
Tuscarawas 3,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,40.398,-81.428
Van Wert 1,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,40.871,-84.564
Van Wert 10,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,1,40.871,-84.564
Van Wert 2,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,40.871,-84.564
Van Wert 3,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,40.871,-84.564
Van Wert 4,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,40.871,-84.564
Van Wert 5,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,40.871,-84.564
Van Wert 6,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,40.871,-84.564
Van Wert 7,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,1,40.871,-84.564
Van Wert 8,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,40.871,-84.564
Van Wert 9,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,40.871,-84.564
Wayne 1,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,40.759,-81.954
Wayne 2,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,40.759,-81.954
Wayne 4,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,40.759,-81.953
Williams 1,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,41.551,-84.522
Williams 2,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,41.551,-84.522
Williams 3,Western Bean Cutworm (WBC),Field Corn,OH,6/27/21,0,41.551,-84.522
